245,746,0.0
245,737,0.0
245,733,0.0
249,727,0.0
251,704,0.0
251,694,0.0
255,688,0.0
255,681,0.0
257,669,0.0
257,665,0.0
261,659,0.0
261,652,0.0
261,640,0.0
261,636,0.0
263,630,0.0
263,628,0.0
263,617,0.0
263,615,0.0
268,611,0.0
268,607,0.0
268,601,0.0
268,599,0.0
268,593,0.0
268,586,0.0
268,580,0.0
268,570,0.0
268,566,0.0
268,564,0.0
268,554,0.0
268,547,0.0
268,543,0.0
268,531,0.0
268,529,0.0
263,515,0.0
263,508,0.0
263,506,0.0
263,494,0.0
263,490,0.0
261,484,0.0
261,474,0.0
261,472,0.0
261,466,0.0
261,459,0.0
261,455,0.0
261,443,0.0
261,439,0.0
261,431,0.0
261,427,0.0
261,423,0.0
261,417,0.0
261,408,0.0
261,402,0.0
263,398,0.0
267,386,0.0
267,382,0.0
269,380,0.0
269,376,0.0
278,367,0.0
280,363,0.0
290,351,0.0
292,347,0.0
298,341,0.0
308,338,0.0
315,334,0.0
321,330,0.0
327,328,0.0
348,323,0.0
356,323,0.0
379,321,0.0
385,321,0.0
401,320,0.0
408,320,0.0
414,320,0.0
420,320,0.0
433,322,0.0
437,322,0.0
441,322,0.0
441,326,0.0
443,326,0.0
447,326,0.0
447,328,0.0
449,328,0.0
460,331,0.0
462,336,0.0
466,337,0.0
476,343,0.0
478,347,0.0
483,349,0.0
489,353,0.0
495,359,0.0
497,364,0.0
497,366,0.0
502,366,0.0
508,372,0.0
512,376,0.0
514,382,0.0
520,384,0.0
525,390,0.0
527,394,0.0
531,398,0.0
535,400,0.0
537,404,0.0
542,406,0.0
542,410,0.0
550,422,0.0
554,426,0.0
554,428,0.0
556,434,0.0
561,438,0.0
561,441,0.0
567,457,0.0
571,463,0.0
571,467,0.0
574,480,0.0
578,484,0.0
578,486,0.0
580,498,0.0
580,504,0.0
580,525,0.0
585,527,0.0
585,533,0.0
585,548,0.0
587,554,0.0
587,556,0.0
591,568,0.0
591,573,0.0
591,577,0.0
592,583,0.0
594,589,0.0
594,591,0.0
594,597,0.0
602,612,0.0
602,614,0.0
602,618,0.0
605,620,0.0
609,626,0.0
609,631,0.0
611,633,0.0
618,643,0.0
618,647,0.0
622,649,0.0
622,653,0.0
622,656,0.0
624,655,0.0
