279,169,1.7429871413178357
275,192,1.97568811307998
266,213,2.356194490192345
249,230,2.7187387274568526
229,239,2.9275319700259717
206,244,-2.9533711482850227
185,240,-2.677945044588987
165,230,-2.38648825011112
148,214,-1.9936502529278373
139,194,-1.750649826587375
135,172,-1.4410937896389846
138,149,-1.1479424006619559
147,129,-0.844153986113171
163,111,-0.4636476090008061
183,101,-0.22347660114063303
205,96,0.1297025371559121
228,99,0.4228539261329407
248,108,0.7853981633974483
265,125,1.1263771168937977
275,146,1.1263771168937977
