(78/78)
502,397,0.0
502,387,0.0
502,377,0.0
502,367,0.0
502,357,0.0
502,347,0.0
502,337,0.0
502,327,0.0
507,317,0.0
511,307,0.0
516,297,0.0
517,287,0.0
517,277,0.0
519,267,0.0
528,261,0.0
533,259,0.0
582,211,0.0
590,219,0.0
598,227,0.0
603,236,0.0
611,244,0.0
619,252,0.0
625,260,0.0
633,268,0.0
634,278,0.0
638,288,0.0
646,296,0.0
654,304,0.0
657,314,0.0
657,324,0.0
657,334,0.0
658,344,0.0
662,354,0.0
667,363,0.0
671,373,0.0
676,383,0.0
677,386,0.0
669,394,0.0
661,402,0.0
656,411,0.0
648,419,0.0
640,427,0.0
633,435,0.0
623,440,0.0
618,442,0.0
608,441,0.0
598,441,0.0
588,441,0.0
580,435,0.0
570,435,0.0
560,435,0.0
550,435,0.0
540,435,0.0
530,435,0.0
520,435,0.0
514,426,0.0
506,418,0.0
503,408,0.0
503,398,0.0
503,388,0.0
503,378,0.0
503,368,0.0
503,358,0.0
503,348,0.0
503,338,0.0
503,328,0.0
503,318,0.0
503,308,0.0
503,298,0.0
503,288,0.0
503,278,0.0
503,268,0.0
503,258,0.0
503,248,0.0
500,238,0.0
496,228,0.0
491,218,0.0
488,211,0.0
