249,673,0.0
261,690,0.9272952180016122
262,710,1.5707963267948966
262,731,1.5707963267948966
274,748,0.9272952180016122
291,764,0.7853981633974483
312,770,0.2914567944778671
332,770,0.0
353,770,0.0
374,770,0.0
395,770,0.0
416,770,0.0
437,770,0.0
458,769,0.0
479,769,0.0
500,769,0.0
521,769,0.0
543,763,-0.2914567944778671
559,746,-0.7853981633974483
576,729,-0.7853981633974483
593,712,-0.7853981633974483
610,695,-0.7853981633974483
626,678,-0.7853981633974483
643,662,-0.7853981633974483
660,645,-0.7853981633974483
679,634,-0.507098504392337
700,626,-0.3805063771123649
717,617,-0.4636476090008061
700,600,-2.356194490192345
683,584,-2.356194490192345
663,574,-2.6344941491974563
646,557,-2.356194490192345
629,541,-2.356194490192345
612,527,-2.4227626539681686
595,510,-2.356194490192345
578,494,-2.356194490192345
561,478,-2.356194490192345
544,461,-2.356194490192345
536,441,-1.9513027039072615
531,420,-1.7681918866447774
514,404,-2.356194490192345
497,388,-2.356194490192345
481,372,-2.356194490192345
464,356,-2.356194490192345
447,340,-2.356194490192345
430,328,-2.498091544796509
412,320,-2.723368324010564
